target_id,suite,project,program,tc_category,expected,rnt_dir,metadata_csv,manifest_json,seed_dir,metadata_exists,manifest_exists,seed_dir_exists,metadata_rows,seed_files,unique_content_sha256,reached_rows,triggered_rows,non_rnt_rows,missing_seed_files,duplicate_content_rows,missing_required_field_rows,program_mismatch_rows,placeholder_native_DT_rows,placeholder_tc_root_state_rows,replay_statuses,metadata_statuses,manifest_metadata_status,native_DT_status,tc_root_state_status,status,blocking_reason
PDF017,magma,poppler,pdf_fuzzer,numeric-margin,false,artifacts/rnt_corpus/PDF017,artifacts/rnt_corpus/PDF017/metadata.csv,artifacts/rnt_corpus/PDF017/manifest.json,artifacts/rnt_corpus/PDF017/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under pdf_fuzzer: PDF017 is logged in FoFiTrueType::cvtSfnts vertical-metrics conversion, but minimal PDF/font candidates and full corpus replay did not produce PDF017_R."
PDF018,magma,poppler,pdf_fuzzer,compound-sequence-lifecycle,true,artifacts/rnt_corpus/PDF018,artifacts/rnt_corpus/PDF018/metadata.csv,artifacts/rnt_corpus/PDF018/manifest.json,artifacts/rnt_corpus/PDF018/seeds,true,true,true,1,1,1,1,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
PDF019,magma,poppler,pdf_fuzzer,numeric-margin,true,artifacts/rnt_corpus/PDF019,artifacts/rnt_corpus/PDF019/metadata.csv,artifacts/rnt_corpus/PDF019/manifest.json,artifacts/rnt_corpus/PDF019/seeds,true,true,true,1,1,1,1,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
PDF020,magma,poppler,pdf_fuzzer,numeric-margin,false,artifacts/rnt_corpus/PDF020,artifacts/rnt_corpus/PDF020/metadata.csv,artifacts/rnt_corpus/PDF020/manifest.json,artifacts/rnt_corpus/PDF020/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under pdf_fuzzer: PDF020 is logged in FoFiType1C::cvtGlyph Type2 charstring conversion, but minimal PDF/font candidates and full corpus replay did not produce PDF020_R."
PDF021,magma,poppler,pdf_fuzzer,numeric-margin,true,artifacts/rnt_corpus/PDF021,artifacts/rnt_corpus/PDF021/metadata.csv,artifacts/rnt_corpus/PDF021/manifest.json,artifacts/rnt_corpus/PDF021/seeds,true,true,true,20,20,20,20,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
PDF022,magma,poppler,pdf_fuzzer,equality/magic,true,artifacts/rnt_corpus/PDF022,artifacts/rnt_corpus/PDF022/metadata.csv,artifacts/rnt_corpus/PDF022/manifest.json,artifacts/rnt_corpus/PDF022/seeds,true,true,true,20,20,20,20,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
PHP001,magma,php,parser,binary-state-null,false,artifacts/rnt_corpus/PHP001,artifacts/rnt_corpus/PHP001/metadata.csv,artifacts/rnt_corpus/PHP001/manifest.json,artifacts/rnt_corpus/PHP001/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under php-fuzz-parser: PHP001 is logged in ext/phar runtime archive handling, but php-fuzz-parser only compiles PHP source with execute=false and does not parse phar archives."
PHP002,magma,php,exif,numeric-margin,true,artifacts/rnt_corpus/PHP002,artifacts/rnt_corpus/PHP002/metadata.csv,artifacts/rnt_corpus/PHP002/manifest.json,artifacts/rnt_corpus/PHP002/seeds,true,true,true,16,16,16,16,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
PHP003,magma,php,exif,compound-sequence-lifecycle,true,artifacts/rnt_corpus/PHP003,artifacts/rnt_corpus/PHP003/metadata.csv,artifacts/rnt_corpus/PHP003/manifest.json,artifacts/rnt_corpus/PHP003/seeds,true,true,true,5,5,5,5,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
PHP004,magma,php,exif,numeric-margin,true,artifacts/rnt_corpus/PHP004,artifacts/rnt_corpus/PHP004/metadata.csv,artifacts/rnt_corpus/PHP004/manifest.json,artifacts/rnt_corpus/PHP004/seeds,true,true,true,30,30,30,30,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
PHP005,magma,php,json,numeric-margin,false,artifacts/rnt_corpus/PHP005,artifacts/rnt_corpus/PHP005/metadata.csv,artifacts/rnt_corpus/PHP005/manifest.json,artifacts/rnt_corpus/PHP005/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under php-fuzz-json: PHP005 is logged in ext/iconv MIME decoding, while php-fuzz-json directly invokes php_json_yyparse and does not call iconv MIME decode APIs."
PHP006,magma,php,exif,numeric-margin,false,artifacts/rnt_corpus/PHP006,artifacts/rnt_corpus/PHP006/metadata.csv,artifacts/rnt_corpus/PHP006/manifest.json,artifacts/rnt_corpus/PHP006/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under php-fuzz-exif: PHP006 is logged in exif_scan_thumbnail, but fuzzer-exif calls exif_read_data with only the stream argument, leaving read_thumbnail=false, so thumbnail extraction/build is skipped and ImageInfo->Thumbnail.data is not populated for thumbnail scanning."
PHP007,magma,php,parser,numeric-margin,false,artifacts/rnt_corpus/PHP007,artifacts/rnt_corpus/PHP007/metadata.csv,artifacts/rnt_corpus/PHP007/manifest.json,artifacts/rnt_corpus/PHP007/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under php-fuzz-parser: PHP007 is logged in ext/phar runtime archive parsing, but php-fuzz-parser only compiles PHP source with execute=false and does not parse phar archives."
PHP008,magma,php,json,numeric-margin,false,artifacts/rnt_corpus/PHP008,artifacts/rnt_corpus/PHP008/metadata.csv,artifacts/rnt_corpus/PHP008/manifest.json,artifacts/rnt_corpus/PHP008/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under php-fuzz-json: PHP008 is logged in ext/standard DNS response parsing, while php-fuzz-json directly invokes php_json_yyparse and does not call DNS APIs."
PHP009,magma,php,exif,compound-sequence-lifecycle,true,artifacts/rnt_corpus/PHP009,artifacts/rnt_corpus/PHP009/metadata.csv,artifacts/rnt_corpus/PHP009/manifest.json,artifacts/rnt_corpus/PHP009/seeds,true,true,true,31,31,31,31,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
PHP010,magma,php,exif,compound-sequence-lifecycle,false,artifacts/rnt_corpus/PHP010,artifacts/rnt_corpus/PHP010/metadata.csv,artifacts/rnt_corpus/PHP010/manifest.json,artifacts/rnt_corpus/PHP010/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under php-fuzz-exif: PHP010 is logged in exif_scan_thumbnail's thumbnail length/size checks, but fuzzer-exif calls exif_read_data with only the stream argument, leaving read_thumbnail=false, so thumbnail extraction/build is skipped and the thumbnail scanner is not reached."
PHP011,magma,php,exif,compound-sequence-lifecycle,true,artifacts/rnt_corpus/PHP011,artifacts/rnt_corpus/PHP011/metadata.csv,artifacts/rnt_corpus/PHP011/manifest.json,artifacts/rnt_corpus/PHP011/seeds,true,true,true,20,20,20,20,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
PHP012,magma,php,json,numeric-margin,false,artifacts/rnt_corpus/PHP012,artifacts/rnt_corpus/PHP012/metadata.csv,artifacts/rnt_corpus/PHP012/manifest.json,artifacts/rnt_corpus/PHP012/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under php-fuzz-json: PHP012 is logged in the HTTP stream wrapper response-header path, while php-fuzz-json directly invokes php_json_yyparse and does not open HTTP streams."
PHP013,magma,php,json,numeric-margin,false,artifacts/rnt_corpus/PHP013,artifacts/rnt_corpus/PHP013/metadata.csv,artifacts/rnt_corpus/PHP013/manifest.json,artifacts/rnt_corpus/PHP013/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under php-fuzz-json: PHP013 is logged in ext/intl MessageFormat parsing, while php-fuzz-json directly invokes php_json_yyparse and does not call intl APIs."
PHP014,magma,php,json,numeric-margin,false,artifacts/rnt_corpus/PHP014,artifacts/rnt_corpus/PHP014/metadata.csv,artifacts/rnt_corpus/PHP014/manifest.json,artifacts/rnt_corpus/PHP014/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under php-fuzz-json: PHP014 is logged in ext/intl locale display-name APIs, while php-fuzz-json directly invokes php_json_yyparse and does not call intl APIs."
PHP015,magma,php,parser,numeric-margin,false,artifacts/rnt_corpus/PHP015,artifacts/rnt_corpus/PHP015/metadata.csv,artifacts/rnt_corpus/PHP015/manifest.json,artifacts/rnt_corpus/PHP015/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under php-fuzz-parser: PHP015 is logged in ext/phar runtime archive parsing, but php-fuzz-parser only compiles PHP source with execute=false and does not parse phar archives."
PHP016,magma,php,parser,numeric-margin,false,artifacts/rnt_corpus/PHP016,artifacts/rnt_corpus/PHP016/metadata.csv,artifacts/rnt_corpus/PHP016/manifest.json,artifacts/rnt_corpus/PHP016/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under php-fuzz-parser: PHP016 is logged in ext/phar signature verification/zip archive handling, but php-fuzz-parser only compiles PHP source with execute=false and does not parse phar archives."
PNG001,magma,libpng,libpng_read_fuzzer,numeric-margin,true,artifacts/rnt_corpus/PNG001,artifacts/rnt_corpus/PNG001/metadata.csv,artifacts/rnt_corpus/PNG001/manifest.json,artifacts/rnt_corpus/PNG001/seeds,true,true,true,64,64,64,64,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
PNG002,magma,libpng,libpng_read_fuzzer,numeric-margin,false,artifacts/rnt_corpus/PNG002,artifacts/rnt_corpus/PNG002/metadata.csv,artifacts/rnt_corpus/PNG002/manifest.json,artifacts/rnt_corpus/PNG002/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under the current Magma program libpng_read_fuzzer: code audit shows PNG002 is logged in png_safe_execute, which belongs to the libpng simplified API cleanup path, while libpng_read_fuzzer uses the low-level png_create_read_struct/png_read_* API and does not call png_safe_execute."
PNG003,magma,libpng,libpng_read_fuzzer,numeric-margin,true,artifacts/rnt_corpus/PNG003,artifacts/rnt_corpus/PNG003/metadata.csv,artifacts/rnt_corpus/PNG003/manifest.json,artifacts/rnt_corpus/PNG003/seeds,true,true,true,4,4,4,4,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
PNG004,magma,libpng,libpng_read_fuzzer,numeric-margin,true,artifacts/rnt_corpus/PNG004,artifacts/rnt_corpus/PNG004/metadata.csv,artifacts/rnt_corpus/PNG004/manifest.json,artifacts/rnt_corpus/PNG004/seeds,true,true,true,2,2,2,2,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
PNG005,magma,libpng,libpng_read_fuzzer,numeric-margin,true,artifacts/rnt_corpus/PNG005,artifacts/rnt_corpus/PNG005/metadata.csv,artifacts/rnt_corpus/PNG005/manifest.json,artifacts/rnt_corpus/PNG005/seeds,true,true,true,4,4,4,4,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
PNG006,magma,libpng,libpng_read_fuzzer,binary-state-null,true,artifacts/rnt_corpus/PNG006,artifacts/rnt_corpus/PNG006/metadata.csv,artifacts/rnt_corpus/PNG006/manifest.json,artifacts/rnt_corpus/PNG006/seeds,true,true,true,4,4,4,4,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
