priority,rank,target_id,source,project,lane,sota_pain_class,sota_pain_evidence,action,duration_s,repetitions,runnable_now,benefit_to_prove,primary_endpoint_metrics,mechanism_evidence_required,blocking_issue,claim_boundary,command,post_unblock_commands,evidence_paths,active_run_status,active_run_root
P0,1,PDF003,magma,poppler,short_triage_ready,visible_hard_speedup_or_reliability,"at least one strong baseline family is unstable or has low success under the matched budget; strength=hard_speedup_or_reliability_candidate; FORMTRIG first_T=0.31s; baseline fastest_T=4530s; baseline family_median_T=4530s; speedup=14612.9x; baseline_visible=aflplusplus_vanilla,redqueen_operand; baseline_guidance_gap.status=measured_pass; pre_T_binary_flat=true; fastest_baseline_T=4530s; baseline evidence supports a hard binary-TC no-guidance candidate",expand_cross_target_hard_evidence,,,false,The matched long-run budget is already complete for this target; spend new budget on cross-target hard evidence instead of rerunning the same campaign.,"[""replicated matched-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""baseline R2T tail and success-rate variance across targets""]","[""formtrig_terminal_oracle_success"", ""baseline_guidance_gap_measured""]",[],Use this target as one hard-speedup data point; broad claims still require additional Magma and real-CVE targets.,,"[""run the next hard Magma/real-CVE target with matched baselines"", ""prioritize targets where strong baselines have low success or long R2T tails"", ""add ablations for any target-specific typed hook before main-claim use""]","[""artifacts/formtrig_native_readiness/comparisons/pdf003_matched_7200s_3rep_20260617T224500Z/comparison.json"", ""artifacts/magma_canary_inventory.json"", ""artifacts/formtrig_native_readiness/magma_native_builds/PDF003/build_plan.json""]",,
P2,15,XML010,magma,libxml2,binding_spec_first,,,draft_binding_spec_then_short_screen,600,3,false,Find whether a binary or lifecycle TC can be converted into accepted non-trigger progress and then a faster terminal outcome than faithful baselines.,"[""10m same-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""first _T / terminal-crash execution count"", ""baseline-visible vs FORMTRIG-only endpoint behavior""]","[""BindingSpec compiles against native site ids"", ""D_F_spec_lifted is non-constant before _T"", ""saved non-trigger progress is replay-stable"", ""typed mutation, if used, is BindingSpec-provenance tagged""]","[""no BindingSpec candidate exists yet"", ""no comparison package exists yet""]",Do not spend 2h budget or make performance claims until the short screen has endpoint benefit; use failed screens as negative/control evidence.,,"[""scripts/run_magma_baselines.sh --target-id XML010 --durations 600 --jobs 4 --reps 3"", ""scripts/run_formtrig_manifest_batch.sh --manifest-list artifacts/formtrig_native_readiness/manifests/XML010.list --duration 600 --jobs 4 --continue-on-fail""]","[""artifacts/magma_canary_inventory.json""]",,
P2,16,SSL008,magma,openssl,binding_spec_first,,,draft_binding_spec_then_short_screen,600,3,false,Find whether a binary or lifecycle TC can be converted into accepted non-trigger progress and then a faster terminal outcome than faithful baselines.,"[""10m same-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""first _T / terminal-crash execution count"", ""baseline-visible vs FORMTRIG-only endpoint behavior""]","[""BindingSpec compiles against native site ids"", ""D_F_spec_lifted is non-constant before _T"", ""saved non-trigger progress is replay-stable"", ""typed mutation, if used, is BindingSpec-provenance tagged""]","[""no BindingSpec candidate exists yet"", ""no comparison package exists yet""]",Do not spend 2h budget or make performance claims until the short screen has endpoint benefit; use failed screens as negative/control evidence.,,"[""scripts/run_magma_baselines.sh --target-id SSL008 --durations 600 --jobs 4 --reps 3"", ""scripts/run_formtrig_manifest_batch.sh --manifest-list artifacts/formtrig_native_readiness/manifests/SSL008.list --duration 600 --jobs 4 --continue-on-fail""]","[""artifacts/magma_canary_inventory.json""]",,
P2,17,SSL012,magma,openssl,binding_spec_first,,,draft_binding_spec_then_short_screen,600,3,false,Find whether a binary or lifecycle TC can be converted into accepted non-trigger progress and then a faster terminal outcome than faithful baselines.,"[""10m same-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""first _T / terminal-crash execution count"", ""baseline-visible vs FORMTRIG-only endpoint behavior""]","[""BindingSpec compiles against native site ids"", ""D_F_spec_lifted is non-constant before _T"", ""saved non-trigger progress is replay-stable"", ""typed mutation, if used, is BindingSpec-provenance tagged""]","[""no BindingSpec candidate exists yet"", ""no comparison package exists yet""]",Do not spend 2h budget or make performance claims until the short screen has endpoint benefit; use failed screens as negative/control evidence.,,"[""scripts/run_magma_baselines.sh --target-id SSL012 --durations 600 --jobs 4 --reps 3"", ""scripts/run_formtrig_manifest_batch.sh --manifest-list artifacts/formtrig_native_readiness/manifests/SSL012.list --duration 600 --jobs 4 --continue-on-fail""]","[""artifacts/magma_canary_inventory.json""]",,
P2,18,SSL017,magma,openssl,binding_spec_first,,,draft_binding_spec_then_short_screen,600,3,false,Find whether a binary or lifecycle TC can be converted into accepted non-trigger progress and then a faster terminal outcome than faithful baselines.,"[""10m same-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""first _T / terminal-crash execution count"", ""baseline-visible vs FORMTRIG-only endpoint behavior""]","[""BindingSpec compiles against native site ids"", ""D_F_spec_lifted is non-constant before _T"", ""saved non-trigger progress is replay-stable"", ""typed mutation, if used, is BindingSpec-provenance tagged""]","[""no BindingSpec candidate exists yet"", ""no comparison package exists yet""]",Do not spend 2h budget or make performance claims until the short screen has endpoint benefit; use failed screens as negative/control evidence.,,"[""scripts/run_magma_baselines.sh --target-id SSL017 --durations 600 --jobs 4 --reps 3"", ""scripts/run_formtrig_manifest_batch.sh --manifest-list artifacts/formtrig_native_readiness/manifests/SSL017.list --duration 600 --jobs 4 --continue-on-fail""]","[""artifacts/magma_canary_inventory.json""]",,
P2,19,PDF010,magma,poppler,binding_spec_first,,,draft_binding_spec_then_short_screen,600,3,false,Find whether a binary or lifecycle TC can be converted into accepted non-trigger progress and then a faster terminal outcome than faithful baselines.,"[""10m same-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""first _T / terminal-crash execution count"", ""baseline-visible vs FORMTRIG-only endpoint behavior""]","[""BindingSpec compiles against native site ids"", ""D_F_spec_lifted is non-constant before _T"", ""saved non-trigger progress is replay-stable"", ""typed mutation, if used, is BindingSpec-provenance tagged""]","[""no BindingSpec candidate exists yet"", ""no comparison package exists yet""]",Do not spend 2h budget or make performance claims until the short screen has endpoint benefit; use failed screens as negative/control evidence.,,"[""scripts/run_magma_baselines.sh --target-id PDF010 --durations 600 --jobs 4 --reps 3"", ""scripts/run_formtrig_manifest_batch.sh --manifest-list artifacts/formtrig_native_readiness/manifests/PDF010.list --duration 600 --jobs 4 --continue-on-fail""]","[""artifacts/magma_canary_inventory.json""]",,
P2,20,SSL002,magma,openssl,binding_spec_first,,,draft_binding_spec_then_short_screen,600,3,false,Find whether a binary or lifecycle TC can be converted into accepted non-trigger progress and then a faster terminal outcome than faithful baselines.,"[""10m same-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""first _T / terminal-crash execution count"", ""baseline-visible vs FORMTRIG-only endpoint behavior""]","[""BindingSpec compiles against native site ids"", ""D_F_spec_lifted is non-constant before _T"", ""saved non-trigger progress is replay-stable"", ""typed mutation, if used, is BindingSpec-provenance tagged""]","[""no BindingSpec candidate exists yet"", ""no comparison package exists yet""]",Do not spend 2h budget or make performance claims until the short screen has endpoint benefit; use failed screens as negative/control evidence.,,"[""scripts/run_magma_baselines.sh --target-id SSL002 --durations 600 --jobs 4 --reps 3"", ""scripts/run_formtrig_manifest_batch.sh --manifest-list artifacts/formtrig_native_readiness/manifests/SSL002.list --duration 600 --jobs 4 --continue-on-fail""]","[""artifacts/magma_canary_inventory.json""]",,
P3,21,LUA002,magma,lua,binding_spec_first,,,draft_binding_spec_then_short_screen,600,3,false,Find whether a binary or lifecycle TC can be converted into accepted non-trigger progress and then a faster terminal outcome than faithful baselines.,"[""10m same-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""first _T / terminal-crash execution count"", ""baseline-visible vs FORMTRIG-only endpoint behavior""]","[""BindingSpec compiles against native site ids"", ""D_F_spec_lifted is non-constant before _T"", ""saved non-trigger progress is replay-stable"", ""typed mutation, if used, is BindingSpec-provenance tagged""]","[""no BindingSpec candidate exists yet"", ""no comparison package exists yet""]",Do not spend 2h budget or make performance claims until the short screen has endpoint benefit; use failed screens as negative/control evidence.,,"[""scripts/run_magma_baselines.sh --target-id LUA002 --durations 600 --jobs 4 --reps 3"", ""scripts/run_formtrig_manifest_batch.sh --manifest-list artifacts/formtrig_native_readiness/manifests/LUA002.list --duration 600 --jobs 4 --continue-on-fail""]","[""artifacts/magma_canary_inventory.json""]",,
P3,22,PHP001,magma,php,binding_spec_first,,,draft_binding_spec_then_short_screen,600,3,false,Find whether a binary or lifecycle TC can be converted into accepted non-trigger progress and then a faster terminal outcome than faithful baselines.,"[""10m same-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""first _T / terminal-crash execution count"", ""baseline-visible vs FORMTRIG-only endpoint behavior""]","[""BindingSpec compiles against native site ids"", ""D_F_spec_lifted is non-constant before _T"", ""saved non-trigger progress is replay-stable"", ""typed mutation, if used, is BindingSpec-provenance tagged""]","[""no BindingSpec candidate exists yet"", ""no comparison package exists yet""]",Do not spend 2h budget or make performance claims until the short screen has endpoint benefit; use failed screens as negative/control evidence.,,"[""scripts/run_magma_baselines.sh --target-id PHP001 --durations 600 --jobs 4 --reps 3"", ""scripts/run_formtrig_manifest_batch.sh --manifest-list artifacts/formtrig_native_readiness/manifests/PHP001.list --duration 600 --jobs 4 --continue-on-fail""]","[""artifacts/magma_canary_inventory.json""]",,
P3,23,TIF009,magma,libtiff,binding_spec_first,,,draft_binding_spec_then_short_screen,600,3,false,Find whether a binary or lifecycle TC can be converted into accepted non-trigger progress and then a faster terminal outcome than faithful baselines.,"[""10m same-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""first _T / terminal-crash execution count"", ""baseline-visible vs FORMTRIG-only endpoint behavior""]","[""BindingSpec compiles against native site ids"", ""D_F_spec_lifted is non-constant before _T"", ""saved non-trigger progress is replay-stable"", ""typed mutation, if used, is BindingSpec-provenance tagged""]","[""no BindingSpec candidate exists yet"", ""no comparison package exists yet""]",Do not spend 2h budget or make performance claims until the short screen has endpoint benefit; use failed screens as negative/control evidence.,,"[""scripts/run_magma_baselines.sh --target-id TIF009 --durations 600 --jobs 4 --reps 3"", ""scripts/run_formtrig_manifest_batch.sh --manifest-list artifacts/formtrig_native_readiness/manifests/TIF009.list --duration 600 --jobs 4 --continue-on-fail""]","[""artifacts/magma_canary_inventory.json""]",,
P3,24,LUA003,magma,lua,binding_spec_first,,,draft_binding_spec_then_short_screen,600,3,false,Find whether a binary or lifecycle TC can be converted into accepted non-trigger progress and then a faster terminal outcome than faithful baselines.,"[""10m same-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""first _T / terminal-crash execution count"", ""baseline-visible vs FORMTRIG-only endpoint behavior""]","[""BindingSpec compiles against native site ids"", ""D_F_spec_lifted is non-constant before _T"", ""saved non-trigger progress is replay-stable"", ""typed mutation, if used, is BindingSpec-provenance tagged""]","[""no BindingSpec candidate exists yet"", ""no comparison package exists yet""]",Do not spend 2h budget or make performance claims until the short screen has endpoint benefit; use failed screens as negative/control evidence.,,"[""scripts/run_magma_baselines.sh --target-id LUA003 --durations 600 --jobs 4 --reps 3"", ""scripts/run_formtrig_manifest_batch.sh --manifest-list artifacts/formtrig_native_readiness/manifests/LUA003.list --duration 600 --jobs 4 --continue-on-fail""]","[""artifacts/magma_canary_inventory.json""]",,
P3,25,PDF013,magma,poppler,binding_spec_first,,,draft_binding_spec_then_short_screen,600,3,false,Find whether a binary or lifecycle TC can be converted into accepted non-trigger progress and then a faster terminal outcome than faithful baselines.,"[""10m same-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""first _T / terminal-crash execution count"", ""baseline-visible vs FORMTRIG-only endpoint behavior""]","[""BindingSpec compiles against native site ids"", ""D_F_spec_lifted is non-constant before _T"", ""saved non-trigger progress is replay-stable"", ""typed mutation, if used, is BindingSpec-provenance tagged""]","[""no BindingSpec candidate exists yet"", ""no comparison package exists yet""]",Do not spend 2h budget or make performance claims until the short screen has endpoint benefit; use failed screens as negative/control evidence.,,"[""scripts/run_magma_baselines.sh --target-id PDF013 --durations 600 --jobs 4 --reps 3"", ""scripts/run_formtrig_manifest_batch.sh --manifest-list artifacts/formtrig_native_readiness/manifests/PDF013.list --duration 600 --jobs 4 --continue-on-fail""]","[""artifacts/magma_canary_inventory.json""]",,
P3,26,PDF015,magma,poppler,binding_spec_first,,,draft_binding_spec_then_short_screen,600,3,false,Find whether a binary or lifecycle TC can be converted into accepted non-trigger progress and then a faster terminal outcome than faithful baselines.,"[""10m same-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""first _T / terminal-crash execution count"", ""baseline-visible vs FORMTRIG-only endpoint behavior""]","[""BindingSpec compiles against native site ids"", ""D_F_spec_lifted is non-constant before _T"", ""saved non-trigger progress is replay-stable"", ""typed mutation, if used, is BindingSpec-provenance tagged""]","[""no BindingSpec candidate exists yet"", ""no comparison package exists yet""]",Do not spend 2h budget or make performance claims until the short screen has endpoint benefit; use failed screens as negative/control evidence.,,"[""scripts/run_magma_baselines.sh --target-id PDF015 --durations 600 --jobs 4 --reps 3"", ""scripts/run_formtrig_manifest_batch.sh --manifest-list artifacts/formtrig_native_readiness/manifests/PDF015.list --duration 600 --jobs 4 --continue-on-fail""]","[""artifacts/magma_canary_inventory.json""]",,
P3,27,PDF018,magma,poppler,binding_spec_first,,,draft_binding_spec_then_short_screen,600,3,false,Find whether a binary or lifecycle TC can be converted into accepted non-trigger progress and then a faster terminal outcome than faithful baselines.,"[""10m same-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""first _T / terminal-crash execution count"", ""baseline-visible vs FORMTRIG-only endpoint behavior""]","[""BindingSpec compiles against native site ids"", ""D_F_spec_lifted is non-constant before _T"", ""saved non-trigger progress is replay-stable"", ""typed mutation, if used, is BindingSpec-provenance tagged""]","[""no BindingSpec candidate exists yet"", ""no comparison package exists yet""]",Do not spend 2h budget or make performance claims until the short screen has endpoint benefit; use failed screens as negative/control evidence.,,"[""scripts/run_magma_baselines.sh --target-id PDF018 --durations 600 --jobs 4 --reps 3"", ""scripts/run_formtrig_manifest_batch.sh --manifest-list artifacts/formtrig_native_readiness/manifests/PDF018.list --duration 600 --jobs 4 --continue-on-fail""]","[""artifacts/magma_canary_inventory.json""]",,
P3,28,SND014,magma,libsndfile,binding_spec_first,,,draft_binding_spec_then_short_screen,600,3,false,Find whether a binary or lifecycle TC can be converted into accepted non-trigger progress and then a faster terminal outcome than faithful baselines.,"[""10m same-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""first _T / terminal-crash execution count"", ""baseline-visible vs FORMTRIG-only endpoint behavior""]","[""BindingSpec compiles against native site ids"", ""D_F_spec_lifted is non-constant before _T"", ""saved non-trigger progress is replay-stable"", ""typed mutation, if used, is BindingSpec-provenance tagged""]","[""no BindingSpec candidate exists yet"", ""no comparison package exists yet""]",Do not spend 2h budget or make performance claims until the short screen has endpoint benefit; use failed screens as negative/control evidence.,,"[""scripts/run_magma_baselines.sh --target-id SND014 --durations 600 --jobs 4 --reps 3"", ""scripts/run_formtrig_manifest_batch.sh --manifest-list artifacts/formtrig_native_readiness/manifests/SND014.list --duration 600 --jobs 4 --continue-on-fail""]","[""artifacts/magma_canary_inventory.json""]",,
P3,29,SND022,magma,libsndfile,binding_spec_first,,,draft_binding_spec_then_short_screen,600,3,false,Find whether a binary or lifecycle TC can be converted into accepted non-trigger progress and then a faster terminal outcome than faithful baselines.,"[""10m same-budget terminal success rate"", ""first _T / terminal-crash wall-clock time"", ""first _T / terminal-crash execution count"", ""baseline-visible vs FORMTRIG-only endpoint behavior""]","[""BindingSpec compiles against native site ids"", ""D_F_spec_lifted is non-constant before _T"", ""saved non-trigger progress is replay-stable"", ""typed mutation, if used, is BindingSpec-provenance tagged""]","[""no BindingSpec candidate exists yet"", ""no comparison package exists yet""]",Do not spend 2h budget or make performance claims until the short screen has endpoint benefit; use failed screens as negative/control evidence.,,"[""scripts/run_magma_baselines.sh --target-id SND022 --durations 600 --jobs 4 --reps 3"", ""scripts/run_formtrig_manifest_batch.sh --manifest-list artifacts/formtrig_native_readiness/manifests/SND022.list --duration 600 --jobs 4 --continue-on-fail""]","[""artifacts/magma_canary_inventory.json""]",,
